,Unnamed: 0,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,host_mass
2770,2770,Kepler-319 b,1666.0,3.29 Earths,13.791,2014,Super Earth,1.63 x Earth,0.051 AU,4.4 days,0.0,Kepler-317,Transit,,,
2771,2771,Kepler-319 c,1666.0,7.41 Earths,13.791,2014,Neptune-like,0.235 x Jupiter,0.069 AU,6.9 days,0.0,Kepler-318,Transit,,,
2772,2772,Kepler-319 d,1666.0,5.86 Earths,13.791,2014,Neptune-like,0.204 x Jupiter,0.191 AU,31.8 days,0.0,Kepler-318,Transit,,,
2773,2773,Kepler-31 b,5701.0,25.9 Earths,15.224,2011,Neptune-like,0.491 x Jupiter,0.16 AU,20.9 days,0.0,Kepler-319,Transit,,,
2774,2774,Kepler-31 c,5701.0,4.7 Jupiters,15.224,2011,Gas Giant,0.473 x Jupiter,0.26 AU,42.6 days,0.0,Kepler-319,Transit,,,
2775,2775,Kepler-31 d,5701.0,6.8 Jupiters,15.224,2014,Gas Giant,0.348 x Jupiter,0.4 AU,87.6 days,0.0,Kepler-319,Transit,,,
2776,2776,Kepler-320 b,2762.0,1.55 Earths,13.434,2014,Super Earth,1.14 x Earth,0.085 AU,8.4 days,0.0,Kepler-32,Transit,,,0.58
2777,2777,Kepler-320 c,2762.0,2.45 Earths,13.434,2014,Super Earth,1.37 x Earth,0.142 AU,17.9 days,0.0,Kepler-32,Transit,,,0.58
2778,2778,Kepler-321 b,1268.0,3.78 Earths,12.755,2014,Super Earth,1.77 x Earth,0.057 AU,4.9 days,0.0,Kepler-32,Transit,,,0.58
2779,2779,Kepler-321 c,1268.0,5.99 Earths,12.755,2014,Neptune-like,0.207 x Jupiter,0.11 AU,13.1 days,0.0,Kepler-32,Transit,,,0.58
2780,2780,Kepler-322 b,1322.0,1.01 Earths,13.503,2014,Super Earth,1.01 x Earth,0.027 AU,1.7 days,0.0,Kepler-32,Transit,,,0.58
2781,2781,Kepler-322 c,1322.0,3.43 Earths,13.503,2014,Super Earth,1.67 x Earth,0.051 AU,4.3 days,0.0,Kepler-320,Transit,,,
2782,2782,Kepler-323 b,1503.0,2.153 Jupiters,12.658,2014,Super Earth,1.43 x Earth,0.028 AU,1.7 days,0.0,Kepler-320,Transit,,,
2783,2783,Kepler-323 c,1503.0,0.251 Jupiters,12.658,2014,Super Earth,1.63 x Earth,0.046 AU,3.6 days,0.0,Kepler-321,Transit,,,
2784,2784,Kepler-324 b,1660.0,1.55 Earths,14.091,2014,Super Earth,1.14 x Earth,0.05 AU,4.4 days,0.0,Kepler-321,Transit,,,
2785,2785,Kepler-324 c,1660.0,10.1 Earths,14.091,2014,Neptune-like,0.281 x Jupiter,0.26 AU,51.8 days,0.0,Kepler-322,Transit,,,
2786,2786,Kepler-325 b,2750.0,8.8 Earths,15.005,2014,Neptune-like,0.26 x Jupiter,0.053 AU,4.5 days,0.0,Kepler-322,Transit,,,
2787,2787,Kepler-325 c,2750.0,6.99 Earths,15.005,2014,Neptune-like,0.227 x Jupiter,0.105 AU,12.8 days,0.0,Kepler-323,Transit,,,
2788,2788,Kepler-325 d,2750.0,8.2 Earths,15.005,2014,Neptune-like,0.249 x Jupiter,0.22 AU,38.7 days,0.0,Kepler-323,Transit,,,
2789,2789,Kepler-326 b,1612.0,0.14 Jupiters,13.679,2014,Super Earth,1.52 x Earth,0.032 AU,2.2 days,0.0,Kepler-324,Transit,,,
2790,2790,Kepler-326 c,1612.0,17.4 Earths,13.679,2014,Super Earth,1.4 x Earth,0.051 AU,4.6 days,0.0,Kepler-324,Transit,,,
2791,2791,Kepler-326 d,1612.0,6.9 Earths,13.679,2014,Super Earth,1.21 x Earth,0.066 AU,6.8 days,0.0,Kepler-325,Transit,,,
2792,2792,Kepler-327 b,795.0,1.41 Earths,14.98,2014,Super Earth,1.11 x Earth,0.029 AU,2.5 days,0.0,Kepler-325,Transit,,,
2793,2793,Kepler-327 c,795.0,20.3 Earths,14.98,2014,Super Earth,1.03 x Earth,0.047 AU,5.2 days,0.0,Kepler-325,Transit,,,
2794,2794,Kepler-327 d,795.0,3.64 Earths,14.98,2014,Super Earth,1.73 x Earth,0.09 AU,14 days,0.0,Kepler-326,Transit,,,
2795,2795,Kepler-328 b,7680.0,28.5 Earths,15.604,2013,Super Earth,0.205 x Jupiter,Unknown,34.9 days,0.0,Kepler-326,Transit,,,
2796,2796,Kepler-328 c,7680.0,39.4 Earths,15.604,2013,Gas Giant,0.482 x Jupiter,Unknown,71.3 days,0.0,Kepler-326,Transit,,,
2797,2797,Kepler-329 b,1452.0,2.54 Earths,15.431,2014,Super Earth,1.4 x Earth,0.061 AU,7.4 days,0.0,Kepler-327,Transit,,,
2798,2798,Kepler-329 c,1452.0,4.38 Earths,15.431,2014,Super Earth,1.93 x Earth,0.113 AU,18.7 days,0.0,Kepler-327,Transit,,,
2799,2799,Kepler-32 b,1066.0,4.1 Jupiters,16.452,2011,Gas Giant,2.2 x Earth,0.05 AU,5.9 days,0.0,Kepler-327,Transit,,,
2800,2800,Kepler-32 c,1066.0,0.5 Jupiters,16.452,2011,Neptune-like,2.0 x Earth,0.09 AU,8.8 days,0.0,Kepler-328,Transit,,,1.1
2801,2801,Kepler-32 d,1066.0,7.75 Earths,16.452,2012,Neptune-like,0.241 x Jupiter,0.13 AU,22.8 days,0.0,Kepler-328,Transit,,,1.1
2802,2802,Kepler-32 e,1066.0,2.86 Earths,16.452,2012,Super Earth,1.5 x Earth,0.033 AU,2.9 days,0.0,Kepler-329,Transit,,,
2803,2803,Kepler-32 f,1066.0,0.477 Earths,16.452,2012,Terrestrial,0.82 x Earth,0.013 AU,0.7 days,0.0,Kepler-329,Transit,,,
2804,2804,Kepler-330 b,2389.0,2.39 Earths,15.263,2014,Super Earth,1.35 x Earth,0.075 AU,8.3 days,0.0,Kepler-33,Transit,86.39,,1.29
2805,2805,Kepler-330 c,2389.0,4.46 Earths,15.263,2014,Super Earth,1.95 x Earth,0.116 AU,16 days,0.0,Kepler-33,Transit,88.19,,1.29
2806,2806,Kepler-331 b,1923.0,3.97 Earths,15.836,2014,Super Earth,1.82 x Earth,0.065 AU,8.5 days,0.0,Kepler-33,Transit,88.71,,1.29
2807,2807,Kepler-331 c,1923.0,4.04 Earths,15.836,2014,Super Earth,1.84 x Earth,0.105 AU,17.3 days,0.0,Kepler-33,Transit,88.94,,1.29
2808,2808,Kepler-331 d,1923.0,3.33 Earths,15.836,2014,Super Earth,1.64 x Earth,0.159 AU,32.1 days,0.0,Kepler-33,Transit,89.17,,1.29
2809,2809,Kepler-332 b,1134.0,1.71 Earths,14.003,2014,Super Earth,1.17 x Earth,0.07 AU,7.6 days,0.0,Kepler-330,Transit,,,
2810,2810,Kepler-332 c,1134.0,1.32 Earths,14.003,2014,Super Earth,1.09 x Earth,0.114 AU,16 days,0.0,Kepler-330,Transit,,,
2811,2811,Kepler-332 d,1134.0,1.76 Earths,14.003,2014,Super Earth,1.18 x Earth,0.189 AU,34.2 days,0.0,Kepler-331,Transit,,,
2812,2812,Kepler-333 b,1068.0,28.2 Earths,14.720999999999998,2014,Super Earth,1.32 x Earth,0.087 AU,12.6 days,0.0,Kepler-331,Transit,,,
2813,2813,Kepler-333 c,1068.0,1.41 Earths,14.720999999999998,2014,Super Earth,1.11 x Earth,0.135 AU,24.1 days,0.0,Kepler-331,Transit,,,
2814,2814,Kepler-334 b,1409.0,1.46 Earths,12.73,2014,Super Earth,1.12 x Earth,0.061 AU,5.5 days,0.0,Kepler-332,Transit,,,
2815,2815,Kepler-334 c,1409.0,2.63 Earths,12.73,2014,Super Earth,1.43 x Earth,0.107 AU,12.8 days,0.0,Kepler-332,Transit,,,
2816,2816,Kepler-334 d,1409.0,2.57 Earths,12.73,2014,Super Earth,1.41 x Earth,0.168 AU,25.1 days,0.0,Kepler-332,Transit,,,
2817,2817,Kepler-335 b,4330.0,11.4 Earths,13.96,2014,Neptune-like,0.302 x Jupiter,0.075 AU,6.6 days,0.0,Kepler-333,Transit,,,
2818,2818,Kepler-335 c,4330.0,9.64 Earths,13.96,2014,Neptune-like,0.274 x Jupiter,0.356 AU,67.8 days,0.0,Kepler-333,Transit,,,
2819,2819,Kepler-336 b,7605.0,1.04 Earths,13.584,2014,Super Earth,1.02 x Earth,0.033 AU,2 days,0.0,Kepler-334,Transit,,,
2820,2820,Kepler-336 c,7605.0,5.06 Earths,13.584,2014,Neptune-like,2.1 x Earth,0.092 AU,9.6 days,0.0,Kepler-334,Transit,,,
2821,2821,Kepler-336 d,7605.0,6.21 Earths,13.584,2014,Neptune-like,0.211 x Jupiter,0.154 AU,20.7 days,0.0,Kepler-334,Transit,,,
2822,2822,Kepler-337 b,2255.0,2.99 Earths,12.708,2014,Super Earth,1.54 x Earth,0.045 AU,3.3 days,0.0,Kepler-335,Transit,,,
2823,2823,Kepler-337 c,2255.0,4.86 Earths,12.708,2014,Super Earth,2.05 x Earth,0.093 AU,9.7 days,0.0,Kepler-335,Transit,,,
2824,2824,Kepler-338 b,1832.0,30.6 Earths,12.083,2014,Super Earth,0.218 x Jupiter,0.117 AU,13.7 days,0.04,Kepler-336,Transit,,,
2825,2825,Kepler-338 c,1832.0,6.08 Earths,12.083,2014,Neptune-like,0.209 x Jupiter,0.172 AU,24.3 days,0.03,Kepler-336,Transit,,,
2826,2826,Kepler-338 d,1832.0,9.27 Earths,12.083,2014,Neptune-like,0.268 x Jupiter,0.257 AU,44.4 days,0.03,Kepler-336,Transit,,,
2827,2827,Kepler-338 e,1832.0,8.5 Earths,12.083,2014,Super Earth,1.56 x Earth,Unknown,9.3 days,0.05,Kepler-337,Transit,,,
2828,2828,Kepler-339 b,2047.0,2.6 Earths,14.513,2014,Super Earth,1.42 x Earth,0.055 AU,5 days,0.0,Kepler-337,Transit,,,
2829,2829,Kepler-339 c,2047.0,7.3 Earths,14.513,2014,Super Earth,1.15 x Earth,0.069 AU,7 days,0.0,Kepler-338,Transit,,,
2830,2830,Kepler-339 d,2047.0,14.7 Earths,14.513,2014,Super Earth,1.17 x Earth,0.091 AU,10.6 days,0.0,Kepler-338,Transit,,,
2831,2831,Kepler-33 b,4087.0,3.68 Earths,13.951,2011,Super Earth,1.74 x Earth,0.0677 AU,5.7 days,0.0,Kepler-338,Transit,,,
2832,2832,Kepler-33 c,4087.0,0.39 Earths,13.951,2011,Terrestrial,0.285 x Jupiter,0.1189 AU,13.2 days,0.0,Kepler-338,Transit Timing Variations,,,
2833,2833,Kepler-33 d,4087.0,3.91 Earths,13.951,2011,Neptune-like,0.477 x Jupiter,0.1662 AU,21.8 days,0.0,Kepler-339,Transit,,,
2834,2834,Kepler-33 e,4087.0,5.57 Earths,13.951,2011,Neptune-like,0.359 x Jupiter,0.2138 AU,31.8 days,0.0,Kepler-339,Transit,,,
2835,2835,Kepler-33 f,4087.0,9.6 Earths,13.951,2011,Neptune-like,0.398 x Jupiter,0.2535 AU,41 days,0.0,Kepler-339,Transit,,,
2836,2836,Kepler-340 b,2699.0,6.94 Earths,12.303,2014,Neptune-like,0.226 x Jupiter,0.134 AU,14.8 days,0.0,Kepler-34,Transit,90.355,0.613,1.05
2837,2837,Kepler-340 c,2699.0,11.3 Earths,12.303,2014,Neptune-like,0.301 x Jupiter,0.178 AU,22.8 days,0.0,Kepler-340,Transit,,,
2838,2838,Kepler-341 b,3521.0,1.76 Earths,14.567,2014,Super Earth,1.18 x Earth,0.06 AU,5.2 days,0.0,Kepler-340,Transit,,,
2839,2839,Kepler-341 c,3521.0,3.53 Earths,14.567,2014,Super Earth,1.7 x Earth,0.08 AU,8 days,0.0,Kepler-341,Transit,,,
2840,2840,Kepler-341 d,3521.0,4.08 Earths,14.567,2014,Super Earth,1.85 x Earth,0.182 AU,27.7 days,0.0,Kepler-341,Transit,,,
2841,2841,Kepler-341 e,3521.0,4.62 Earths,14.567,2014,Super Earth,1.99 x Earth,0.242 AU,42.5 days,0.0,Kepler-341,Transit,,,
2842,2842,Kepler-342 b,2608.0,5.69 Earths,13.099,2014,Neptune-like,0.201 x Jupiter,0.128 AU,15.2 days,0.0,Kepler-341,Transit,,,
2843,2843,Kepler-342 c,2608.0,4.5 Earths,13.099,2014,Super Earth,1.96 x Earth,0.185 AU,26.2 days,0.0,Kepler-342,Transit,,,
2844,2844,Kepler-342 d,2608.0,6.76 Earths,13.099,2014,Neptune-like,0.222 x Jupiter,0.242 AU,39.5 days,0.0,Kepler-342,Transit,,,
2845,2845,Kepler-342 e,2608.0,0.615 Earths,13.099,2016,Terrestrial,0.88 x Earth,Unknown,1.6 days,0.0,Kepler-342,Transit,,,
2846,2846,Kepler-343 b,3107.0,6.39 Earths,14.11,2014,Neptune-like,0.215 x Jupiter,0.088 AU,9 days,0.0,Kepler-342,Transit,,,
2847,2847,Kepler-343 c,3107.0,4.74 Earths,14.11,2014,Super Earth,2.02 x Earth,0.167 AU,23.2 days,0.0,Kepler-343,Transit,,,
2848,2848,Kepler-344 b,3367.0,7.32 Earths,15.303,2014,Neptune-like,0.233 x Jupiter,0.153 AU,22 days,0.0,Kepler-343,Transit,,,
2849,2849,Kepler-344 c,3367.0,9.01 Earths,15.303,2014,Neptune-like,0.263 x Jupiter,0.488 AU,125.6 days,0.0,Kepler-344,Transit,,,
2850,2850,Kepler-345 b,1182.0,0.5 Earths,14.034,2014,Terrestrial,0.74 x Earth,0.066 AU,7.4 days,0.0,Kepler-344,Transit,,,
2851,2851,Kepler-345 c,1182.0,2.2 Earths,14.034,2014,Super Earth,1.2 x Earth,0.077 AU,9.4 days,0.0,Kepler-345,Transit,,,
2852,2852,Kepler-346 b,3303.0,7.56 Earths,15.155,2014,Neptune-like,0.237 x Jupiter,0.071 AU,6.5 days,0.0,Kepler-345,Transit,,,
2853,2853,Kepler-346 c,3303.0,9.64 Earths,15.155,2014,Neptune-like,0.274 x Jupiter,0.168 AU,23.9 days,0.0,Kepler-346,Transit,,,
2854,2854,Kepler-347 b,4402.0,4.54 Earths,14.489,2014,Super Earth,1.97 x Earth,0.11 AU,12.8 days,0.0,Kepler-346,Transit,,,
2855,2855,Kepler-347 c,4402.0,3.71 Earths,14.489,2014,Super Earth,1.75 x Earth,0.183 AU,27.3 days,0.0,Kepler-347,Transit,,,
2856,2856,Kepler-348 b,1893.0,2.92 Earths,12.588,2014,Super Earth,1.52 x Earth,0.076 AU,7.1 days,0.0,Kepler-347,Transit,,,
2857,2857,Kepler-348 c,1893.0,2.33 Earths,12.588,2014,Super Earth,1.33 x Earth,0.138 AU,17.3 days,0.0,Kepler-348,Transit,,,
2858,2858,Kepler-349 b,3153.0,0.297 Jupiters,14.720999999999998,2014,Super Earth,1.9 x Earth,0.065 AU,5.9 days,0.0,Kepler-348,Transit,,,
2859,2859,Kepler-349 c,3153.0,4.5 Earths,14.720999999999998,2014,Super Earth,1.96 x Earth,0.105 AU,12.2 days,0.0,Kepler-349,Transit,,,
2860,2860,Kepler-34 b,4890.0,0.22 Jupiters,14.83,2011,Gas Giant,0.764 x Jupiter,1.0896 AU,288.8 days,0.18,Kepler-349,Transit,,,
2861,2861,Kepler-350 b,3209.0,4.08 Earths,13.761,2014,Super Earth,1.85 x Earth,0.104 AU,11.2 days,0.0,Kepler-35,Transit,90.76,0.41,0.89
2862,2862,Kepler-350 c,3209.0,6.1 Earths,13.761,2013,Neptune-like,0.277 x Jupiter,Unknown,17.8 days,0.0,Kepler-350,Transit,,,
2863,2863,Kepler-350 d,3209.0,14.9 Earths,13.761,2013,Super Earth,0.25 x Jupiter,Unknown,26.1 days,0.0,Kepler-350,Transit,,,
2864,2864,Kepler-351 b,3646.0,4.8 Earths,15.966,2014,Neptune-like,0.273 x Jupiter,0.214 AU,37.1 days,0.0,Kepler-350,Transit,,,
2865,2865,Kepler-351 c,3646.0,11.1 Earths,15.966,2014,Neptune-like,0.285 x Jupiter,0.287 AU,57.2 days,0.0,Kepler-351,Transit,,,
2866,2866,Kepler-351 d,3646.0,7.85 Earths,15.966,2016,Neptune-like,0.243 x Jupiter,Unknown,142.5 days,0.0,Kepler-351,Transit,,,
2867,2867,Kepler-352 b,830.0,0.566 Earths,12.956,2014,Terrestrial,0.86 x Earth,0.085 AU,10.1 days,0.0,Kepler-351,Transit,,,
2868,2868,Kepler-352 c,830.0,2.07 Earths,12.956,2014,Super Earth,1.24 x Earth,0.118 AU,16.3 days,0.0,Kepler-352,Transit,,,
2869,2869,Kepler-353 b,1269.0,0.64 Earths,15.725,2014,Terrestrial,0.89 x Earth,0.051 AU,5.8 days,0.0,Kepler-352,Transit,,,
2870,2870,Kepler-353 c,1269.0,2.48 Earths,15.725,2014,Super Earth,1.38 x Earth,0.065 AU,8.4 days,0.0,Kepler-353,Transit,,,
2871,2871,Kepler-354 b,1836.0,4.04 Earths,15.556,2014,Super Earth,1.84 x Earth,0.054 AU,5.5 days,0.0,Kepler-353,Transit,,,
2872,2872,Kepler-354 c,1836.0,2.27 Earths,15.556,2014,Super Earth,1.31 x Earth,0.115 AU,16.9 days,0.0,Kepler-354,Transit,,,
2873,2873,Kepler-354 d,1836.0,2.07 Earths,15.556,2014,Super Earth,1.24 x Earth,0.146 AU,24.2 days,0.0,Kepler-354,Transit,,,
2874,2874,Kepler-355 b,4872.0,2.73 Earths,15.066,2014,Super Earth,1.46 x Earth,0.102 AU,11 days,0.0,Kepler-354,Transit,,,
2875,2875,Kepler-355 c,4872.0,7.8 Earths,15.066,2014,Neptune-like,0.242 x Jupiter,0.179 AU,25.8 days,0.0,Kepler-355,Transit,,,
2876,2876,Kepler-356 b,2356.0,3.09 Earths,12.965,2014,Super Earth,1.57 x Earth,0.057 AU,4.6 days,0.0,Kepler-355,Transit,,,
2877,2877,Kepler-356 c,2356.0,3.93 Earths,12.965,2014,Super Earth,1.81 x Earth,0.115 AU,13.1 days,0.0,Kepler-356,Transit,,,
2878,2878,Kepler-357 b,2291.0,4.04 Earths,15.522,2014,Super Earth,1.84 x Earth,0.063 AU,6.5 days,0.0,Kepler-356,Transit,,,
2879,2879,Kepler-357 c,2291.0,7.61 Earths,15.522,2014,Neptune-like,0.238 x Jupiter,0.12 AU,16.9 days,0.0,Kepler-357,Transit,,,
2880,2880,Kepler-357 d,2291.0,11.6 Earths,15.522,2014,Neptune-like,0.306 x Jupiter,0.246 AU,49.5 days,0.0,Kepler-357,Transit,,,
2881,2881,Kepler-358 b,3706.0,7.85 Earths,15.356,2014,Neptune-like,0.243 x Jupiter,0.21 AU,34.1 days,0.0,Kepler-357,Transit,,,
2882,2882,Kepler-358 c,3706.0,8.5 Earths,15.356,2014,Neptune-like,0.254 x Jupiter,0.381 AU,83.5 days,0.0,Kepler-358,Transit,,,
2883,2883,Kepler-359 b,4900.0,12.2 Earths,15.880999999999998,2014,Neptune-like,0.315 x Jupiter,0.178 AU,25.6 days,0.0,Kepler-358,Transit,,,
2884,2884,Kepler-359 c,4900.0,2.9 Earths,15.880999999999998,2014,Neptune-like,0.384 x Jupiter,0.307 AU,57.7 days,0.0,Kepler-359,Transit,,,
2885,2885,Kepler-359 d,4900.0,2.7 Earths,15.880999999999998,2014,Neptune-like,0.358 x Jupiter,0.372 AU,77.1 days,0.0,Kepler-359,Transit,,,
2886,2886,Kepler-35 b,5366.0,0.127 Jupiters,15.735,2011,Gas Giant,0.728 x Jupiter,0.60347 AU,131.5 days,0.04,Kepler-359,Transit,,,
2887,2887,Kepler-360 b,2931.0,3.36 Earths,14.813,2014,Super Earth,1.65 x Earth,0.044 AU,3.3 days,0.0,Kepler-36,Transit,,6.26,1.03
2888,2888,Kepler-360 c,2931.0,5.06 Earths,14.813,2014,Neptune-like,2.1 x Earth,0.075 AU,7.2 days,0.0,Kepler-36,Transit,89.36,0.787,1.03
2889,2889,Kepler-361 b,3118.0,2.7 Earths,13.545,2014,Super Earth,1.45 x Earth,0.086 AU,8.5 days,0.0,Kepler-360,Transit,,,
2890,2890,Kepler-361 c,3118.0,6.9 Earths,13.545,2014,Neptune-like,0.225 x Jupiter,0.3 AU,55.2 days,0.0,Kepler-360,Transit,,,
2891,2891,Kepler-362 b,3666.0,0.615 Earths,14.486,2014,Terrestrial,0.88 x Earth,0.087 AU,10.3 days,0.0,Kepler-361,Transit,,,
2892,2892,Kepler-362 c,3666.0,2.7 Earths,14.486,2014,Super Earth,1.45 x Earth,0.207 AU,37.9 days,0.0,Kepler-361,Transit,,,
2893,2893,Kepler-363 b,2544.0,1.65 Earths,13.316,2014,Super Earth,1.16 x Earth,0.048 AU,3.6 days,0.0,Kepler-362,Transit,,,
2894,2894,Kepler-363 c,2544.0,0.209 Jupiters,13.316,2014,Super Earth,1.69 x Earth,0.079 AU,7.5 days,0.0,Kepler-362,Transit,,,
2895,2895,Kepler-363 d,2544.0,4.86 Earths,13.316,2014,Super Earth,2.05 x Earth,0.107 AU,11.9 days,0.0,Kepler-363,Transit,,,
2896,2896,Kepler-364 b,2985.0,3.02 Earths,13.613,2014,Super Earth,1.55 x Earth,0.178 AU,25.7 days,0.0,Kepler-363,Transit,,,
2897,2897,Kepler-364 c,2985.0,5.27 Earths,13.613,2014,Neptune-like,2.15 x Earth,0.312 AU,60 days,0.0,Kepler-363,Transit,,,
2898,2898,Kepler-365 b,3099.0,4.82 Earths,14.651,2014,Super Earth,2.04 x Earth,0.098 AU,10.7 days,0.0,Kepler-364,Transit,,,
2899,2899,Kepler-365 c,3099.0,3.33 Earths,14.651,2014,Super Earth,1.64 x Earth,0.137 AU,17.8 days,0.0,Kepler-364,Transit,,,
2900,2900,Kepler-366 b,6391.0,2.73 Earths,14.79,2014,Super Earth,1.46 x Earth,0.045 AU,3.3 days,0.0,Kepler-365,Transit,,,
2901,2901,Kepler-366 c,6391.0,3.86 Earths,14.79,2014,Super Earth,1.79 x Earth,0.11 AU,12.5 days,0.0,Kepler-365,Transit,,,
2902,2902,Kepler-367 b,617.0,2.24 Earths,12.848,2014,Super Earth,1.3 x Earth,0.201 AU,37.8 days,0.0,Kepler-366,Transit,,,
2903,2903,Kepler-367 c,617.0,1.87 Earths,12.848,2014,Super Earth,1.2 x Earth,0.253 AU,53.6 days,0.0,Kepler-366,Transit,,,
2904,2904,Kepler-368 b,2571.0,10.7 Earths,12.838,2014,Neptune-like,0.291 x Jupiter,0.186 AU,26.8 days,0.0,Kepler-367,Transit,,,
2905,2905,Kepler-368 c,2571.0,14.3 Earths,12.838,2014,Neptune-like,0.346 x Jupiter,0.36 AU,72.4 days,0.0,Kepler-367,Transit,,,
2906,2906,Kepler-369 b,849.0,1.51 Earths,15.668,2014,Super Earth,1.13 x Earth,0.03 AU,2.7 days,0.0,Kepler-368,Transit,,,
2907,2907,Kepler-369 c,849.0,2.57 Earths,15.668,2014,Super Earth,1.41 x Earth,0.094 AU,14.9 days,0.0,Kepler-368,Transit,,,
2908,2908,Kepler-36 b,1533.0,3.83 Earths,12.077,2012,Super Earth,1.498 x Earth,0.1153 AU,13.9 days,0.0,Kepler-369,Transit,,,
2909,2909,Kepler-36 c,1533.0,7.13 Earths,12.077,2012,Neptune-like,0.328 x Jupiter,0.1283 AU,16.2 days,0.0,Kepler-369,Transit,,,
2910,2910,Kepler-370 b,3939.0,3.15 Earths,15.16,2014,Super Earth,1.59 x Earth,0.054 AU,4.6 days,0.0,Kepler-37,Transit,88.63,,0.87
2911,2911,Kepler-370 c,3939.0,4.31 Earths,15.16,2014,Super Earth,1.91 x Earth,0.14 AU,19 days,0.0,Kepler-37,Transit,,,0.87
2912,2912,Kepler-371 b,2716.0,4.23 Earths,13.798,2014,Super Earth,1.89 x Earth,0.2 AU,34.8 days,0.0,Kepler-37,Transit,,,0.87
2913,2913,Kepler-371 c,2716.0,3.82 Earths,13.798,2014,Super Earth,1.78 x Earth,0.313 AU,68 days,0.0,Kepler-37,Transit Timing Variations,,,0.87
2914,2914,Kepler-372 b,5093.0,2.42 Earths,14.834,2014,Super Earth,1.36 x Earth,0.075 AU,6.8 days,0.0,Kepler-370,Transit,,,
2915,2915,Kepler-372 c,5093.0,5.02 Earths,14.834,2014,Super Earth,2.09 x Earth,0.154 AU,20.1 days,0.0,Kepler-370,Transit,,,
2916,2916,Kepler-372 d,5093.0,3.5 Earths,14.834,2014,Super Earth,1.69 x Earth,0.201 AU,30.1 days,0.0,Kepler-371,Transit,,,
2917,2917,Kepler-373 b,3672.0,2.42 Earths,14.486,2014,Super Earth,1.36 x Earth,0.06 AU,5.5 days,0.0,Kepler-371,Transit,,,
2918,2918,Kepler-373 c,3672.0,2.07 Earths,14.486,2014,Super Earth,1.24 x Earth,0.126 AU,16.7 days,0.0,Kepler-372,Transit,,,
2919,2919,Kepler-374 b,4282.0,1.08 Earths,14.661,2014,Super Earth,1.03 x Earth,0.029 AU,1.9 days,0.0,Kepler-372,Transit,,,
2920,2920,Kepler-374 c,4282.0,1.37 Earths,14.661,2014,Super Earth,1.1 x Earth,0.042 AU,3.3 days,0.0,Kepler-372,Transit,,,
2921,2921,Kepler-374 d,4282.0,2.27 Earths,14.661,2014,Super Earth,1.31 x Earth,0.056 AU,5 days,0.0,Kepler-373,Transit,,,
2922,2922,Kepler-375 b,4188.0,2.7 Earths,15.677,2014,Super Earth,1.45 x Earth,0.101 AU,12.1 days,0.0,Kepler-373,Transit,,,
2923,2923,Kepler-375 c,4188.0,7.51 Earths,15.677,2014,Neptune-like,0.236 x Jupiter,0.141 AU,20 days,0.0,Kepler-374,Transit,,,
2924,2924,Kepler-376 b,3093.0,1.24 Earths,13.734000000000002,2014,Super Earth,1.07 x Earth,0.057 AU,4.9 days,0.0,Kepler-374,Transit,,,
2925,2925,Kepler-376 c,3093.0,3.86 Earths,13.734000000000002,2014,Super Earth,1.79 x Earth,0.115 AU,14.2 days,0.0,Kepler-374,Transit,,,
2926,2926,Kepler-377 b,2752.0,2.51 Earths,13.831,2014,Super Earth,1.39 x Earth,0.109 AU,12.5 days,0.0,Kepler-375,Transit,,,
2927,2927,Kepler-377 c,2752.0,4.9 Earths,13.831,2014,Super Earth,2.06 x Earth,0.182 AU,27 days,0.0,Kepler-375,Transit,,,
2928,2928,Kepler-378 b,498.0,0.347 Earths,12.455,2014,Terrestrial,0.75 x Earth,0.112 AU,16.1 days,0.0,Kepler-376,Transit,,,
2929,2929,Kepler-378 c,498.0,0.271 Earths,12.455,2014,Terrestrial,0.7 x Earth,0.166 AU,28.9 days,0.0,Kepler-376,Transit,,,
2930,2930,Kepler-379 b,2437.0,3.39 Earths,13.369000000000002,2014,Super Earth,1.66 x Earth,0.152 AU,20.1 days,0.0,Kepler-377,Transit,,,
2931,2931,Kepler-379 c,2437.0,5.86 Earths,13.369000000000002,2014,Neptune-like,0.204 x Jupiter,0.326 AU,62.8 days,0.0,Kepler-377,Transit,,,
2932,2932,Kepler-37 b,209.0,3.1783 Earths,9.55,2013,Super Earth,0.336 x Earth,0.1003 AU,13.4 days,0.0,Kepler-378,Transit,,,
2933,2933,Kepler-37 c,209.0,12 Earths,9.55,2013,Terrestrial,0.75 x Earth,0.1368 AU,21.3 days,0.09,Kepler-378,Transit,,,
2934,2934,Kepler-37 d,209.0,12.2 Earths,9.55,2013,Neptune-like,1.94 x Earth,0.2076 AU,39.8 days,0.15,Kepler-379,Transit,,,
2935,2935,Kepler-37 e,209.0,Unknown,9.55,2014,Unknown,Unknown,Unknown,51.2 days,0.0,Kepler-379,Transit,,,
2936,2936,Kepler-380 b,2718.0,1.81 Earths,13.611,2014,Super Earth,1.19 x Earth,0.05 AU,3.9 days,0.0,Kepler-38,Transit,89.44200000000001,,0.94
